timestamp,open,high,low,close,volume
1783540800000,1740.35,1744.14,1730.52,1742.68,208350.720
1783555200000,1742.67,1755.28,1720.53,1729.90,555791.796
1783569600000,1729.89,1762.52,1729.41,1752.47,610923.943
1783584000000,1752.47,1758.30,1740.26,1743.17,362146.203
1783598400000,1743.18,1751.52,1732.49,1738.61,827866.806
1783612800000,1738.61,1759.65,1731.10,1747.81,519499.670
1783627200000,1747.81,1750.37,1740.65,1744.25,176016.038
1783641600000,1744.26,1779.38,1736.61,1775.41,703526.422
1783656000000,1775.40,1779.91,1767.71,1772.50,415237.338
1783670400000,1772.50,1803.24,1771.66,1800.64,703328.596
1783684800000,1800.63,1811.23,1774.83,1790.49,946881.627
1783699200000,1790.48,1798.86,1779.35,1791.85,428772.734
1783713600000,1791.85,1797.40,1788.57,1796.03,186302.400
1783728000000,1796.03,1798.86,1785.00,1795.65,225450.416
1783742400000,1795.66,1802.76,1793.84,1799.07,201010.117
1783756800000,1799.07,1802.99,1794.24,1799.60,161298.127
1783771200000,1799.60,1827.80,1797.52,1814.12,759763.230
1783785600000,1814.11,1829.52,1809.70,1823.72,459553.860
1783800000000,1823.72,1828.53,1785.01,1786.70,554593.776
1783814400000,1786.69,1814.58,1778.26,1810.83,599008.189
1783828800000,1810.84,1811.85,1788.12,1797.98,350619.845
1783843200000,1797.97,1808.30,1795.40,1802.99,330171.552
1783857600000,1802.99,1826.20,1802.16,1819.95,478982.410
1783872000000,1819.95,1823.43,1813.69,1820.58,252796.673
1783886400000,1820.57,1823.40,1796.50,1805.92,400098.407
1783900800000,1805.92,1848.00,1773.46,1779.76,1814941.077
1783915200000,1779.77,1790.50,1772.00,1786.74,585545.687
1783929600000,1786.74,1792.49,1776.01,1779.90,348056.141
1783944000000,1779.90,1785.97,1761.63,1775.90,1060734.729
1783958400000,1775.90,1780.20,1748.00,1773.86,798481.095
1783972800000,1773.86,1777.73,1751.42,1776.00,475484.620
1783987200000,1776.00,1793.90,1772.52,1782.99,563758.122
1784001600000,1783.00,1792.77,1778.40,1780.00,345601.393
1784016000000,1780.00,1804.53,1777.61,1797.04,627910.032
1784030400000,1797.03,1887.99,1793.34,1874.38,2710702.759
1784044800000,1874.37,1881.09,1860.00,1875.86,512977.681
1784059200000,1875.85,1896.86,1871.07,1891.12,549515.096
1784073600000,1891.12,1892.50,1863.32,1875.32,509248.435
1784088000000,1875.31,1891.54,1863.57,1869.13,604756.211
1784102400000,1869.13,1885.66,1869.08,1883.64,381864.119
1784116800000,1883.63,1946.75,1878.47,1930.97,2190118.161
1784131200000,1930.97,1936.51,1903.37,1923.20,810513.000
1784145600000,1923.20,1930.00,1913.91,1916.91,255848.032
1784160000000,1916.91,1928.34,1907.07,1917.94,422899.674
1784174400000,1917.94,1928.69,1904.05,1909.91,490808.751
1784188800000,1909.91,1912.19,1873.63,1884.15,1199185.260
1784203200000,1884.15,1894.25,1866.53,1880.90,1260340.082
1784217600000,1880.90,1882.42,1860.00,1874.83,504675.512
1784232000000,1874.83,1880.97,1855.38,1863.73,435890.205
1784246400000,1863.73,1870.44,1842.10,1851.75,783719.706
1784260800000,1851.75,1852.37,1819.90,1827.37,867597.415
1784275200000,1827.37,1842.65,1820.10,1838.32,455092.144
1784289600000,1838.33,1839.45,1802.46,1830.20,1205607.457
1784304000000,1830.20,1855.90,1825.70,1842.81,772232.272
1784318400000,1842.81,1845.75,1834.20,1841.08,193910.845
1784332800000,1841.08,1845.99,1838.47,1845.23,147597.813
1784347200000,1845.23,1848.93,1841.54,1843.42,140531.237
1784361600000,1843.41,1848.67,1841.31,1844.70,135545.099
1784376000000,1844.70,1849.71,1836.36,1843.15,269637.973
1784390400000,1843.14,1867.00,1840.61,1857.40,416752.201
1784404800000,1857.40,1864.74,1854.31,1861.75,202611.581
1784419200000,1861.75,1876.91,1857.51,1866.33,340781.231
1784433600000,1866.33,1871.20,1863.35,1869.35,149246.612
1784448000000,1869.35,1878.76,1863.20,1870.49,335487.412
1784462400000,1870.49,1878.50,1863.35,1870.12,350343.073
1784476800000,1870.12,1873.15,1850.95,1861.46,407299.829
1784491200000,1861.47,1876.46,1856.01,1871.49,361620.199
1784505600000,1871.49,1891.20,1861.02,1878.88,892245.527
1784520000000,1878.88,1879.25,1841.84,1863.11,759541.483
1784534400000,1863.11,1896.21,1853.20,1892.43,767217.358
1784548800000,1892.43,1905.00,1852.66,1901.58,1297998.070
1784563200000,1901.58,1917.92,1888.62,1897.69,939125.204
1784577600000,1897.68,1906.76,1893.33,1903.50,271613.096
1784592000000,1903.51,1927.96,1899.44,1925.81,522723.791
1784606400000,1925.81,1939.51,1920.90,1933.29,555680.130
1784620800000,1933.29,1953.64,1925.28,1934.85,902566.916
1784635200000,1934.86,1944.58,1922.58,1930.89,744948.269
1784649600000,1930.89,1934.58,1912.44,1922.40,488378.126
1784664000000,1922.39,1931.01,1915.51,1929.29,273449.789
1784678400000,1929.29,1943.98,1925.80,1927.65,464629.405
1784692800000,1927.66,1938.50,1909.32,1913.26,462005.884
1784707200000,1913.27,1932.90,1912.86,1926.42,401338.933
1784721600000,1926.42,1958.75,1912.28,1942.06,1214115.827
1784736000000,1942.07,1955.80,1919.70,1924.01,735808.739
1784750400000,1924.01,1938.80,1921.63,1933.31,310186.218
1784764800000,1933.31,1940.66,1916.49,1919.46,351118.292
1784779200000,1919.46,1927.79,1911.44,1914.61,373312.554
1784793600000,1914.62,1930.74,1913.39,1924.65,370163.444
1784808000000,1924.64,1926.93,1882.00,1894.49,1415908.923
1784822400000,1894.49,1894.70,1868.18,1874.74,675750.732
1784836800000,1874.74,1887.98,1873.00,1877.42,287581.110
1784851200000,1877.42,1881.07,1858.00,1879.71,562041.279
1784865600000,1879.70,1909.32,1872.47,1895.00,775327.754
1784880000000,1895.00,1895.00,1875.22,1883.03,405644.023
1784894400000,1883.02,1885.20,1846.17,1861.28,1207742.256
1784908800000,1861.28,1865.81,1852.56,1862.74,334349.669
1784923200000,1862.75,1864.51,1855.75,1860.57,147190.200
1784937600000,1860.58,1863.86,1854.27,1857.83,168531.037
1784952000000,1857.84,1862.20,1853.44,1855.11,125883.256
1784966400000,1855.10,1859.38,1850.26,1857.05,155378.092
1784980800000,1857.04,1871.73,1856.05,1867.03,286104.953
1784995200000,1867.04,1876.42,1863.54,1873.80,231142.639
1785009600000,1873.80,1876.25,1866.59,1873.92,129585.443
1785024000000,1873.93,1883.17,1873.00,1881.40,179375.997
1785038400000,1881.40,1888.67,1877.24,1880.85,249719.658
1785052800000,1880.85,1887.00,1878.27,1884.99,155277.403
1785067200000,1885.00,1917.45,1880.66,1913.75,749871.884
1785081600000,1913.76,1927.90,1907.99,1913.50,296182.327
